mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_15204,CC1C(C#N)C1C#N,2.5049,1.9432,1.50444,6.1156,66.54,-0.3063,-0.0095,0.2968,886.2328,0.107037,-341.602896,-341.595012,-341.594068,-341.63532,27.797,-1476.468436136,-1483.96465865,-1491.669214152,-1383.068741558,0.98077595
gdb_9966,COC1(C)C(C)C1C,2.38275,1.73041,1.54273,1.022,78.73,-0.2331,0.0794,0.3125,1036.8086,0.197597,-350.19082,-350.180765,-350.179821,-350.224801,36.751,-2004.900667635,-2018.143617571,-2030.592141113,-1859.354347648,0.009589283
gdb_13457,CCOC1C(C)C1C,3.14339,1.26085,1.13463,0.9259,79.23,-0.2321,0.0806,0.3127,1214.5068,0.198236,-350.191333,-350.181404,-350.18046,-350.226122,35.628,-2005.222579752,-2018.544595822,-2030.993119364,-1860.183287037,0.8817785
gdb_3978,CC#CCC(=NO)C,4.90959,0.83965,0.81195,0.8255,76.77,-0.2431,0.012,0.255,1454.7174,0.138461,-363.806149,-363.796006,-363.795062,-363.843823,33.775,-1615.5972215801,-1624.341559495,-1633.825103012,-1505.4875898411,0.49171817
gdb_12762,CC12CC1CN2C=O,3.60593,1.70905,1.39576,4.2535,70.38,-0.2321,0.0251,0.2572,929.1845,0.142005,-363.854441,-363.846768,-363.845823,-363.886494,28.499,-1645.9008862081,-1656.1951713531,-1665.678087361,-1532.2640263801,0.9676321
gdb_11983,CC1(C)C(O)C2CN12,2.60828,2.19603,1.81871,1.818,70.85,-0.2319,0.0657,0.2975,860.0229,0.164085,-365.019369,-365.010976,-365.010031,-365.051401,32.251,-1749.052070646,-1760.6716547991,-1771.340562817,-1622.031071357,0.15808982
gdb_2109,CC1OCCCO1,4.65492,2.49685,1.77836,1.5854,60.54,-0.2564,0.0933,0.3497,740.5091,0.149782,-346.867442,-346.860807,-346.859863,-346.897653,25.428,-1569.835500246,-1580.780512224,-1590.26468325,-1457.536489606,0.84028214
gdb_11623,CC(O)CCC1CC1,5.24198,0.81883,0.74838,1.4368,78.97,-0.2571,0.0741,0.3311,1572.3766,0.19899,-350.197461,-350.187844,-350.186899,-350.232341,35.365,-2009.067954904,-2022.585753782,-2035.033649815,-1864.085765508,0.2719786
gdb_17001,C1C23CCC12OCC3,3.65666,2.21781,1.98484,1.3166,70.06,-0.2114,0.0823,0.2937,775.362,0.155886,-347.762067,-347.755612,-347.754668,-347.792218,26.506,-1736.5395411861,-1748.4873125461,-1758.563852068,-1615.3317852731,0.7240362
gdb_22159,CC(=NO)C#CCCO,5.19555,0.50627,0.46531,0.8446,85.9,-0.226,-0.0227,0.2033,2266.3737,0.143994,-439.01634,-439.005338,-439.004394,-439.054891,37.089,-1706.9700620881,-1716.063922516,-1726.139834529,-1588.027613665,0.12683024
gdb_5382,CCc1cnccn1,4.85184,1.53767,1.26724,0.6077,73.36,-0.2433,-0.0467,0.1966,971.3664,0.13284,-342.841304,-342.83421,-342.833266,-342.873311,26.001,-1625.728981894,-1635.498042006,-1644.388589518,-1518.6966542911,0.572881
gdb_13619,CC1CC1C(O)CO,3.79985,1.18425,1.01759,2.6228,71.41,-0.2519,0.0645,0.3164,1204.475,0.175981,-386.122548,-386.113274,-386.112329,-386.156559,34.146,-1825.7261403381,-1837.6814418061,-1848.943345829,-1693.3135837211,0.9560528
gdb_14184,CC12CC3N1CC23O,2.78182,2.30101,2.17916,1.4917,68.64,-0.2403,0.0743,0.3146,775.5972,0.141649,-363.773962,-363.766769,-363.765825,-363.804744,28.445,-1595.399589397,-1605.9950788621,-1615.478622379,-1480.9651656301,0.942749
gdb_9676,CCC1(C)OC1CO,3.48011,1.23186,1.06916,2.1196,71.46,-0.2587,0.0797,0.3384,1192.0312,0.174696,-386.12603,-386.116394,-386.11545,-386.160854,34.62,-1827.9111266761,-1839.6392698861,-1850.901801418,-1696.008734876,0.21656567
gdb_24870,c1(=O)[nH]c(=O)[nH]c(=O)[nH]1,2.02009,2.01999,1.01002,0.0008,57.56,-0.2836,-0.0154,0.2681,1041.3649,0.080931,-506.08897,-506.081981,-506.081037,-506.120828,25.883,-1319.3470851351,-1325.625940189,-1332.143876172,-1235.445366781,0.97929364
gdb_11757,OCC12CC(O)C1N2,5.19462,1.28618,1.2116,2.2965,64.23,-0.249,0.0642,0.3132,1016.0528,0.14242,-400.945989,-400.938067,-400.937123,-400.978473,29.574,-1566.6722273771,-1576.8096352721,-1586.293178789,-1453.0498002561,0.075856425
gdb_21423,N=C1NN=NN1C=O,3.7605,2.07941,1.339,4.8996,56.33,-0.2517,-0.0646,0.1871,813.2708,0.072697,-426.878733,-426.872054,-426.87111,-426.909816,23.506,-1067.070269374,-1072.654471965,-1078.580039452,-991.705183456,0.119297296
gdb_5064,Cc1c([nH]cc1O)C,3.22868,1.94485,1.23237,1.9823,71.97,-0.1776,0.0526,0.2301,970.2415,0.1411,-363.905266,-363.896149,-363.895205,-363.939732,32.093,-1677.794031133,-1687.182193282,-1696.665736799,-1565.6713505221,0.6210814
gdb_27626,Cc1c(nc([nH]1)N)C#N,2.9472,1.29998,0.90871,7.6763,76.78,-0.2145,-0.0075,0.207,1213.9866,0.114432,-413.056769,-413.048276,-413.047332,-413.089783,31.022,-1559.878814943,-1567.880809711,-1576.177733709,-1457.106018432,0.503043
gdb_2401,OC1CC11COC1,5.28923,2.05475,1.81323,3.0469,57.34,-0.2401,0.0712,0.3113,725.7276,0.124559,-345.602641,-345.59584,-345.594896,-345.633382,24.974,-1404.0131094511,-1413.0768494471,-1421.375028463,-1305.417640353,0.8159074
gdb_10237,CC(=O)C(C#C)C#N,2.204,1.95137,1.33323,2.8679,64.58,-0.2708,-0.0492,0.2216,942.4754,0.091916,-361.451461,-361.44274,-361.441796,-361.485542,29.678,-1393.712549216,-1399.794993953,-1406.90655345,-1308.090201184,0.78897893
gdb_18570,CC1CC2=CCCC12,3.53431,1.87889,1.53793,0.4709,81.13,-0.2201,0.026,0.2462,920.3633,0.178828,-311.859821,-311.852498,-311.851554,-311.891056,29.273,-1934.214288821,-1947.3951153661,-1958.657646898,-1800.571814564,0.83837104
gdb_26543,Cc1c(c(=O)nc[nH]1)O,2.43084,1.86599,1.06266,6.5853,72.28,-0.218,-0.0259,0.1921,1058.7109,0.11431,-454.018966,-454.01116,-454.010216,-454.051371,29.167,-1560.3563492921,-1568.7894427431,-1577.0863667411,-1457.3055662941,0.9523206
gdb_21409,N=C1NC(C=O)=NO1,7.49315,1.33375,1.13222,3.1569,56.94,-0.2459,-0.0984,0.1475,942.3165,0.071748,-430.706296,-430.699487,-430.698543,-430.737646,23.965,-1119.73960978,-1125.24286371,-1131.168431197,-1044.902258931,0.5752548
gdb_2476,O=C1CN2CC1C2,5.29239,2.73393,2.46416,2.0133,56.61,-0.2197,-0.0129,0.2069,589.838,0.115987,-324.55226,-324.547035,-324.546091,-324.581099,20.824,-1360.470259941,-1369.634401377,-1377.339584388,-1267.314666364,0.87358665
gdb_10132,CCOC(=NC)C#C,3.30004,1.28598,0.9416,0.4647,75.88,-0.249,-0.0217,0.2273,1240.9585,0.138957,-363.832996,-363.823502,-363.822557,-363.867496,32.954,-1632.443955703,-1641.595546959,-1651.078462967,-1520.342610398,0.15555505
gdb_24715,C1CC2C1N1C=CN=C21,3.89852,1.58803,1.36191,3.6314,77.51,-0.2171,0.0303,0.2474,958.9586,0.139822,-380.858121,-380.851593,-380.850649,-380.889214,26.036,-1732.433749799,-1743.447160258,-1752.930076266,-1615.700760565,0.6785558
gdb_395,CCC(O)CO,7.70308,1.93499,1.67435,2.3512,52.93,-0.256,0.0618,0.3178,748.8236,0.141924,-308.768073,-308.760556,-308.759611,-308.799183,26.859,-1411.328609373,-1420.83097816,-1429.722153181,-1308.7208477291,0.3469033
gdb_1738,CC1(CC#N)CO1,5.28946,1.81851,1.63939,4.7065,57.42,-0.2836,0.0265,0.31,775.2959,0.112148,-324.574822,-324.567565,-324.566621,-324.606274,25.744,-1374.628117999,-1382.517161147,-1390.222344158,-1283.112205439,0.47872728
gdb_17815,CC1CC1C1CCC1,4.11124,1.23788,1.06584,0.1274,82.83,-0.2567,0.0873,0.344,1203.7397,0.200996,-313.050873,-313.042373,-313.041429,-313.084104,32.39,-2053.7585183751,-2067.9778723151,-2080.426395857,-1907.9975903101,0.9125044
gdb_24149,C(C1CN1)C1=COC=C1,5.14336,0.88689,0.78677,1.5105,77.67,-0.2228,0.0192,0.242,1421.6219,0.149473,-401.943803,-401.93586,-401.934916,-401.977606,29.671,-1798.128294518,-1809.1423324861,-1819.218244499,-1676.462457035,0.95651907
gdb_11292,CC1COC(O1)C#N,4.03696,1.54903,1.35709,3.9758,61.02,-0.2896,0.0142,0.3038,930.8152,0.118936,-399.80895,-399.801299,-399.800355,-399.841622,26.932,-1481.02164144,-1489.551998786,-1497.8495502931,-1380.888147783,0.1695721
gdb_16660,CC1C2CN2CC1O,2.84353,2.24622,1.69845,2.5489,69.99,-0.2239,0.0623,0.2863,854.3338,0.167031,-365.043943,-365.036451,-365.035507,-365.075132,29.725,-1764.472476812,-1776.657446574,-1787.326982101,-1636.922487436,0.03731946
gdb_12796,OC12CC1C=CCC2,3.48656,2.01536,1.5737,1.475,72.54,-0.2236,0.02,0.2436,860.1857,0.155316,-347.805344,-347.798256,-347.797312,-347.836031,28.827,-1763.696248179,-1775.246806342,-1785.323345864,-1642.82483709,0.8038379
gdb_5666,c1coc2c1C=CC2,5.1175,2.13031,1.51829,0.3907,68.72,-0.1976,-0.0043,0.1933,781.7285,0.109835,-345.432255,-345.426553,-345.425609,-345.461824,22.966,-1530.264782706,-1539.1308573671,-1546.835412869,-1435.433740099,0.45507604
gdb_11010,CC12CN1C(=O)OC2,4.18236,1.88174,1.57048,5.1444,60.88,-0.273,0.0148,0.2878,826.5488,0.119558,-399.822165,-399.815278,-399.814333,-399.853145,25.855,-1489.314172875,-1498.323947097,-1506.620871095,-1388.11893399,0.08245887
gdb_27299,Cc1cc(=O)c(c[nH]1)O,3.17993,1.33226,0.94443,7.4873,77.15,-0.1995,-0.0087,0.1909,1190.062,0.124891,-437.944496,-437.936119,-437.935174,-437.977321,31.621,-1662.2299254061,-1671.1938914711,-1680.0831839651,-1553.065322221,0.6913978
gdb_894,OC1=CNC(=N)O1,6.84057,2.29947,1.72428,2.3767,49.46,-0.1858,0.0486,0.2344,658.0445,0.078652,-376.587741,-376.58136,-376.580416,-376.617825,23.144,-1097.797502577,-1103.569330359,-1109.495525355,-1024.915469772,0.899636
gdb_12954,NC1C2OC(=N)C12N,2.72693,2.20641,1.70311,1.7762,62.83,-0.2282,0.016,0.2442,820.6823,0.119726,-395.930172,-395.922584,-395.92164,-395.961701,28.736,-1396.2144275991,-1404.783690503,-1413.08124201,-1295.003500989,0.9810827
gdb_28040,c1cn(cc1N)CC#N,3.92926,0.95368,0.86898,2.2604,77.48,-0.1895,0.0123,0.2018,1327.8077,0.125697,-396.960719,-396.952182,-396.951238,-396.994777,31.297,-1648.210746837,-1657.074311462,-1665.964231465,-1539.715695755,0.06570735
gdb_19136,N#CC1(CO1)C1CN1,3.46015,1.80598,1.37082,4.2262,61.9,-0.2657,-0.0076,0.2581,883.9345,0.107311,-378.672238,-378.664973,-378.664029,-378.70407,26.297,-1383.305312451,-1391.189335527,-1398.893891029,-1289.278108873,0.04545618
gdb_22195,C[NH2+]CC(CC#N)=N[O-],1.98831,1.22992,0.84705,8.2679,83.81,-0.1509,0.0072,0.1581,1372.1477,0.145805,-435.173912,-435.16382,-435.162876,-435.209528,35.122,-1644.972800397,-1654.6370665061,-1664.712978519,-1523.8284228931,0.9182509
gdb_10977,CC12NC(C=C1)C2O,2.78876,2.38821,1.96178,0.5233,68.03,-0.231,-0.0024,0.2286,787.5089,0.143009,-363.81356,-363.80661,-363.805666,-363.844123,28.204,-1620.247690779,-1630.995664931,-1640.479208448,-1505.675842541,0.9090442
gdb_89,N=C1CCO1,12.18399,5.1384,3.78868,2.5732,40.19,-0.263,0.0277,0.2907,352.0378,0.080558,-247.201165,-247.196699,-247.195755,-247.22841,15.51,-948.193709396,-954.278664169,-959.613118178,-885.663065055,0.073521875
gdb_8405,CC1(CC12CCC2)C,3.44416,1.57992,1.36733,0.0893,82.64,-0.2458,0.0862,0.332,1040.7934,0.199493,-313.056286,-313.047451,-313.046507,-313.08921,33.936,-2057.155224592,-2071.1643630171,-2083.612886559,-1911.201651264,0.8564039
gdb_16326,OCC12CC1OC2=O,3.23162,1.97801,1.40974,3.2077,57.29,-0.2764,-0.005,0.2714,856.6278,0.106701,-419.66292,-419.65568,-419.654735,-419.695081,26.247,-1401.657440665,-1409.5571514661,-1417.261079459,-1307.940854042,0.8080184
gdb_7154,CCCC(C)C#CC,3.93739,0.79876,0.6927,0.0702,88.15,-0.2389,0.0644,0.3034,1715.73,0.197605,-313.061838,-313.050927,-313.049983,-313.100334,37.378,-2060.6391545601,-2073.3455843011,-2085.794107843,-1918.18206138,0.27691922
gdb_8590,O=C1NC23CN(C2)C13,5.24221,1.82218,1.71632,3.5472,63.46,-0.2371,-0.0194,0.2177,763.8157,0.108156,-378.575126,-378.569242,-378.568298,-378.6049,23.758,-1322.366658443,-1331.117271448,-1338.82182695,-1227.048041343,0.013010792
gdb_14125,CC(C)C12CCC1O2,3.56598,1.56205,1.41649,1.7754,74.48,-0.2441,0.0814,0.3255,1000.6743,0.175862,-348.978939,-348.970507,-348.969563,-349.011713,31.944,-1872.2860531201,-1884.7703446751,-1896.032876207,-1739.353291542,0.5841356
gdb_19349,O=CC12NC1C1OC21,4.44475,1.8329,1.53741,3.1593,59.98,-0.2437,-0.0382,0.2054,795.4051,0.094153,-398.498517,-398.492156,-398.491212,-398.529086,24.163,-1286.564759957,-1294.127498425,-1301.239057922,-1198.482576645,0.050675344
gdb_24807,C#Cc1cc(=O)cco1,3.67696,1.22894,0.92108,3.8678,78.44,-0.2405,-0.0628,0.1778,1163.1928,0.089261,-419.436237,-419.428921,-419.427977,-419.46817,27.618,-1492.5822397471,-1499.5469621381,-1506.657894126,-1403.222448111,0.90946573
gdb_13748,NC(=O)N1CC1C#N,3.49838,1.77098,1.34733,6.2141,59.73,-0.2687,0.008,0.2767,881.2772,0.09574,-394.795906,-394.788275,-394.787331,-394.828235,27.186,-1312.303924119,-1319.069098648,-1326.180658145,-1224.965966481,0.7145981
gdb_24788,N=C1C=C(NC=N1)C#C,3.80444,1.21765,0.92242,5.7651,84.62,-0.214,-0.0515,0.1625,1178.4746,0.102625,-395.733652,-395.726034,-395.72509,-395.765862,28.876,-1506.066780648,-1513.7299205561,-1521.433848549,-1409.783054706,0.26948848
gdb_6164,CC(=O)C1OC1(C)C,3.57474,1.41549,1.27821,3.5488,69.68,-0.247,-0.0264,0.2205,1050.1498,0.149816,-384.951734,-384.942479,-384.941535,-384.985565,33.084,-1718.881437926,-1729.071556577,-1739.148096099,-1599.726891461,0.17094846
gdb_9577,OC1(CC1C#N)C#C,4.65045,1.31817,1.26178,5.2174,66.7,-0.2684,0.0001,0.2685,962.3297,0.093176,-361.418638,-361.410675,-361.409731,-361.450769,29.093,-1373.115821309,-1379.6739178681,-1386.785477365,-1286.269830727,0.87112176
gdb_22070,CC1C(CC1(C)C)=NO,2.47884,1.15379,0.97277,0.9728,86.57,-0.2383,0.0129,0.2512,1343.4025,0.191094,-404.311936,-404.301591,-404.300647,-404.346831,39.008,-2028.4498253871,-2041.5107977131,-2053.958693746,-1880.7273041881,0.99400723
gdb_24730,c1cn2c(n1)COCC2,3.61023,1.59207,1.14828,3.5987,73.82,-0.2174,0.0294,0.2468,1025.378,0.14039,-418.047105,-418.040276,-418.039332,-418.078428,26.735,-1714.347057892,-1725.170960633,-1734.653876641,-1597.502372056,0.73907745
gdb_24662,C1NC1C1=NC=NC=C1,4.59477,1.14644,0.98182,2.7687,77.76,-0.2476,-0.0351,0.2125,1175.5991,0.128011,-396.955022,-396.947962,-396.947018,-396.987062,26.656,-1644.635828064,-1654.4262234821,-1663.316143485,-1534.87446382,0.35876924
gdb_19317,C#CC12CC1C1CC21,4.7621,1.67593,1.48385,0.9143,75.76,-0.2064,0.0365,0.2429,876.4055,0.129855,-309.362909,-309.356031,-309.355087,-309.393503,28.009,-1623.082776441,-1632.988633515,-1641.879181027,-1515.7799924591,0.36280346
gdb_27713,c1c(c(oc1N)C#N)N,2.87722,1.34079,0.91608,6.3788,76.88,-0.1955,-0.007,0.1885,1183.3351,0.102419,-432.911322,-432.903069,-432.902125,-432.943927,31.044,-1480.880451915,-1488.1444960991,-1495.848424092,-1384.588568356,0.9951351
gdb_23588,ON=C1C2C3CC1CN23,3.56218,1.41259,1.34364,1.4428,74.78,-0.2364,0.0049,0.2412,994.349,0.138981,-417.955818,-417.949081,-417.948137,-417.986833,27.608,-1657.0636438091,-1667.945277378,-1677.4281933859,-1540.025685201,0.43105254
gdb_14442,CC12OC3COC1C23,4.31008,2.13077,1.85464,2.0244,63.65,-0.2134,0.0808,0.2941,763.505,0.131061,-383.695467,-383.689075,-383.688131,-383.725636,25.412,-1558.4142089371,-1568.623780367,-1577.514327879,-1450.332686286,0.2689673
gdb_15395,OCCC1CC1C#C,3.64056,1.08004,0.89894,2.0897,74.82,-0.2413,0.0499,0.2912,1280.826,0.151951,-347.752005,-347.742987,-347.742043,-347.786062,32.707,-1730.225545628,-1740.5650114211,-1750.641550943,-1611.4688398691,0.973525
gdb_5209,CC#Cc1[nH]ccn1,8.85876,1.02587,0.92471,3.6418,78.95,-0.2091,-0.0057,0.2034,1218.7797,0.108444,-341.605306,-341.597692,-341.596748,-341.639199,26.481,-1477.980732826,-1485.64638277,-1493.350938272,-1385.5028489691,0.1538057
gdb_11658,OC1C2CC1(N2)C=O,3.08021,2.10097,1.562,1.0316,62.29,-0.2528,-0.046,0.2067,825.0359,0.118591,-399.727552,-399.720357,-399.719413,-399.759291,26.66,-1429.9436638581,-1438.760165308,-1447.057716815,-1329.224704304,0.6579443
gdb_25007,c1cn2c(n1)CC(=O)C2,4.76886,1.32213,1.04868,2.4283,71.4,-0.2268,-0.0417,0.1851,1061.5071,0.11537,-416.872081,-416.865337,-416.864393,-416.903569,25.935,-1604.86054259,-1613.9606781081,-1622.257602106,-1501.490357511,0.5030151
gdb_14133,CC1CC11CC=CC1,4.08698,1.54477,1.34935,0.1525,79.93,-0.231,0.0329,0.2639,1001.7731,0.177783,-311.87353,-311.865712,-311.864768,-311.906005,30.323,-1942.816809702,-1955.687019292,-1966.949550824,-1809.952446605,0.65792316
gdb_2794,OCC1OCC1=O,5.11018,1.98427,1.53607,1.5444,50.84,-0.2602,-0.0407,0.2195,758.3969,0.100524,-381.574124,-381.567261,-381.566317,-381.605445,23.942,-1249.785202449,-1257.03230389,-1264.144490896,-1164.668626671,0.55893534
gdb_9089,OC(COC=N)C#N,3.47224,1.31551,1.00442,3.7807,60.0,-0.2755,-0.0073,0.2681,1097.9735,0.105636,-415.850388,-415.841728,-415.840784,-415.88464,29.162,-1358.4201880381,-1365.42820855,-1373.132764052,-1265.655532568,0.24161659
gdb_7924,CC1CC(=O)NC1=O,3.5404,1.79011,1.25402,1.9064,62.2,-0.2574,-0.0187,0.2387,928.6336,0.119934,-399.893404,-399.886064,-399.88512,-399.925547,26.874,-1534.017286526,-1542.742799171,-1551.040350678,-1433.551840608,0.9709453
gdb_5749,CC1CN2C=NC=C12,4.89414,1.77734,1.40936,4.1007,71.34,-0.2146,0.0407,0.2553,882.708,0.133301,-342.789618,-342.782898,-342.781954,-342.820609,25.311,-1593.29555172,-1603.299300198,-1612.18984771,-1485.625674973,0.6173091
gdb_19336,N#CC12NC1C1NC21,5.16942,1.70075,1.51941,3.9348,63.59,-0.2302,-0.0006,0.2296,808.4553,0.096348,-357.538173,-357.531974,-357.53103,-357.568397,24.188,-1287.249999785,-1294.914394711,-1302.025954208,-1198.847159374,0.8419516
gdb_6639,CC(=O)CC#CC#C,6.63864,0.81518,0.7501,1.9866,79.96,-0.2419,-0.0285,0.2134,1425.8212,0.103176,-345.371989,-345.363026,-345.362082,-345.406738,30.961,-1492.447325312,-1499.267093124,-1506.971648626,-1400.866779325,0.078810066
gdb_22584,C1C(=NO)COC(=N1)N,4.0427,1.07702,0.89619,1.5654,70.68,-0.2266,-0.004,0.2226,1246.978,0.125192,-471.177686,-471.169231,-471.168286,-471.211158,31.401,-1511.007786514,-1519.921551859,-1528.810844353,-1401.632967814,0.8430038
gdb_6907,CC1(C)CC1CC#C,4.67267,1.05582,0.98581,0.8686,81.7,-0.2528,0.0579,0.3106,1261.9315,0.174418,-311.831488,-311.822121,-311.821176,-311.865297,35.053,-1916.435076324,-1928.333274473,-1939.595178496,-1784.407810233,0.87142897
gdb_14305,CC1C2CC(O)CC12,2.88476,1.93818,1.71653,1.4825,73.8,-0.2532,0.0703,0.3235,893.9957,0.178524,-349.003652,-348.995773,-348.994829,-349.035596,30.725,-1887.793683037,-1900.6249870691,-1911.887518601,-1754.3400889891,0.10645807
gdb_11064,CC12CCC(OC1)O2,3.32091,2.31674,1.93038,1.8077,65.86,-0.2485,0.0785,0.3271,784.7173,0.155922,-384.960508,-384.953796,-384.952852,-384.990973,26.979,-1724.3872018921,-1736.1730759301,-1746.249615452,-1603.1204601331,0.96905464
gdb_7783,CC1CCCC(=O)C1,3.07678,1.7087,1.19422,3.0055,75.11,-0.2329,-0.0086,0.2243,1046.8082,0.178241,-349.054934,-349.04698,-349.046036,-349.087123,30.64,-1919.9735995751,-1932.7578404321,-1944.020371964,-1786.6737452321,0.9508791
gdb_9130,CC(C#C)C#CCO,3.94493,0.87744,0.75892,1.3349,75.47,-0.2552,0.0254,0.2806,1474.7923,0.127393,-346.531304,-346.52169,-346.520746,-346.567057,33.192,-1592.076301733,-1600.264666674,-1609.155214186,-1487.75481301,0.34793764
gdb_19500,N#CC1C2CCOC12,3.37503,1.97044,1.8172,4.3095,64.38,-0.2504,0.0257,0.2761,788.9711,0.1209,-362.663663,-362.656956,-362.656012,-362.694734,25.029,-1526.52859412,-1535.651947471,-1543.949498978,-1425.646482226,0.9135465
gdb_9286,CCC(O)CNC=O,5.12209,0.87049,0.78573,3.6429,70.02,-0.2473,0.0348,0.2821,1452.2613,0.16424,-402.23055,-402.220955,-402.220011,-402.265814,33.606,-1744.8941960121,-1755.758886838,-1766.428422365,-1619.645282139,0.75125027
gdb_25782,Cc1coc(n1)C(=O)N,4.30171,1.09286,0.87619,4.857,70.98,-0.2486,-0.0413,0.2073,1267.8181,0.112434,-454.016034,-454.007337,-454.006393,-454.050017,30.67,-1558.5164929041,-1566.3904758361,-1574.6873998341,-1456.4559191081,0.04628713
gdb_13541,CC(C#N)N1CC1C,2.79964,1.75636,1.21318,4.1913,72.65,-0.2467,0.0301,0.2768,1028.0451,0.152546,-343.970808,-343.962001,-343.961057,-344.004209,31.786,-1706.651287516,-1717.122530199,-1727.199069721,-1587.122745687,0.3638775
gdb_26628,Cc1c(occ1C#N)C,3.26838,1.25776,0.9186,4.4549,79.05,-0.2367,-0.0252,0.2115,1221.8377,0.12391,-400.812213,-400.803351,-400.802407,-400.846249,31.296,-1715.8970051221,-1724.5572568311,-1733.447176834,-1607.7483390081,0.90614516
gdb_17637,CC(C1CN1)C(C)=O,2.96907,1.51055,1.1975,3.0895,71.91,-0.2374,-0.0158,0.2216,1073.3497,0.163698,-365.05757,-365.048353,-365.047409,-365.092177,32.704,-1773.023541955,-1784.1260586921,-1794.795594219,-1647.618378341,0.7518787
gdb_2771,OC1CNC1C=O,4.56569,2.11812,1.64945,3.5421,54.22,-0.2421,-0.0326,0.2096,743.652,0.112975,-361.683558,-361.676566,-361.675622,-361.714981,24.77,-1306.18508386,-1314.239789384,-1321.944972395,-1214.394949867,0.99151856
gdb_13348,O=CCC1CCOC1,5.24981,1.08857,0.95631,3.0372,68.35,-0.2495,-0.0256,0.2238,1193.1387,0.153582,-384.952872,-384.944557,-384.943613,-384.987558,28.633,-1719.5955431681,-1730.3755202791,-1740.452059801,-1600.977516898,0.7766994
gdb_21054,Cn1c(nc(n1)O)N,3.92024,1.86028,1.27432,4.1262,59.85,-0.209,0.0335,0.2425,899.454,0.109119,-412.071645,-412.064014,-412.06307,-412.103444,27.647,-1336.385837012,-1344.038936776,-1351.743492278,-1241.721711799,0.8254937
gdb_25988,c1cc(oc1)OC(=O)N,4.90391,1.02521,0.99282,2.5208,64.38,-0.2173,0.0219,0.2392,1188.7921,0.10091,-473.885604,-473.877446,-473.876502,-473.919616,28.969,-1488.9414325291,-1496.265090068,-1503.969018061,-1393.636620627,0.015285511
gdb_23770,c1c(c(=O)ocn1)F,3.39784,2.41396,1.41131,2.6092,52.03,-0.2676,-0.076,0.1916,755.9081,0.060752,-458.606402,-458.600526,-458.599582,-458.636641,21.371,-1121.370505671,-1126.571300263,-1131.903871745,-1052.968887126,0.9351627
gdb_21218,CNc1[nH]c(=O)on1,7.14108,1.32562,1.12747,6.4921,56.54,-0.2342,0.0256,0.2598,988.2084,0.096377,-431.936432,-431.929104,-431.92816,-431.968146,26.126,-1263.80940109,-1270.764083337,-1277.875642834,-1175.829501745,0.94574153
gdb_6061,CC(N)=[NH+]CC([O-])=O,5.04658,1.03153,0.86589,7.5841,64.74,-0.2456,0.0078,0.2533,1267.5424,0.129229,-417.111816,-417.102874,-417.10193,-417.14601,31.396,-1522.125990976,-1530.734159438,-1539.62470695,-1415.953978212,0.1896708
gdb_8685,CCC(O)(CO)C#C,2.35928,1.76808,1.29089,2.0379,69.74,-0.2588,0.0236,0.2824,1024.8501,0.150516,-384.903619,-384.894059,-384.893115,-384.937273,35.258,-1688.688842391,-1698.687570797,-1708.7641103191,-1569.423226833,0.032290716
gdb_13065,CC#CC1COC1=N,4.4009,1.12548,0.96221,2.5272,71.52,-0.2527,0.0221,0.2747,1208.3044,0.117919,-362.634154,-362.625784,-362.62484,-362.670511,28.407,-1508.0114310391,-1516.0912369231,-1524.38878843,-1410.446331719,0.3453359
gdb_9790,CC1(CN1)C(O)C#C,3.13331,1.76469,1.34342,2.8208,69.55,-0.2564,0.0411,0.2975,950.6588,0.140554,-363.79932,-363.790851,-363.789907,-363.831858,32.113,-1611.311962619,-1621.1067506,-1630.590294117,-1497.979444656,0.2655503
gdb_18935,OC1C2NC3C2OC13,3.72929,2.53033,2.02703,2.8702,58.73,-0.2305,0.0537,0.2842,690.0717,0.121834,-399.727464,-399.722015,-399.721071,-399.75674,23.092,-1429.888443066,-1439.8005752301,-1448.098126737,-1327.623928845,0.64073294
gdb_27141,OC1=C(OC=N)OC=N1,3.40743,1.18386,0.91948,3.094,63.33,-0.2275,-0.01,0.2175,1185.2349,0.089094,-489.893271,-489.885393,-489.884448,-489.927099,27.718,-1345.1483726881,-1351.758552494,-1358.868856973,-1256.1054730971,0.94939464
gdb_22340,CC1=CC(O)CC1=NO,3.11568,1.15095,0.87851,1.4214,80.53,-0.2251,-0.031,0.1941,1294.9086,0.146588,-439.062315,-439.053185,-439.052241,-439.096748,34.103,-1735.8197883631,-1746.088345639,-1756.164257652,-1614.293257878,0.9417866
gdb_1298,CCOCC(C)O,5.02395,1.27143,1.24031,2.2405,64.82,-0.2572,0.0792,0.3364,1070.8534,0.169559,-348.053064,-348.044051,-348.043107,-348.086845,31.636,-1685.9723559301,-1697.202256994,-1707.87242003,-1562.542590648,0.25118783
gdb_25248,N=C1OCC2=C1OC=N2,3.454,1.69763,1.14645,1.9385,67.59,-0.2503,-0.0439,0.2064,964.1559,0.092448,-452.772494,-452.766225,-452.765281,-452.803309,23.922,-1406.035570958,-1413.656040254,-1420.766972242,-1315.358010422,0.8639814
